Bait gene/protein	Hit gene/protein	Bait Standard Name	Hit Standard Name	Experimental System	Source	PubMed ID
YGL130W	YER155C	CEG1	BEM2	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YPL228W	CEG1	CET1	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YMR012W	CEG1	CLU1	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YOL145C	CEG1	CTR9	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YNL030W	CEG1	HHF2	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YMR309C	CEG1	NIP1	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YDL014W	CEG1	NOP1	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YBR221C	CEG1	PDB1	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YGL120C	CEG1	PRP43	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YBR079C	CEG1	RPG1	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YGL207W	CEG1	SPT16	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YBL075C	CEG1	SSA3	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YER103W	CEG1	SSA4	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YNL088W	CEG1	TOP2	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YKR001C	CEG1	VPS1	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YHR121W	CEG1	LSM12	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YAL035W	CEG1	FUN12	Affinity Capture-MS	Gavin AC et al	11805826
YGL130W	YOL078W	CEG1	AVO1	Affinity Capture-MS	Gavin AC et al	11805826
YDR301W	YLR115W	CFT1	CFT2	Affinity Capture-MS	Gavin AC et al	11805826
YLR115W	YDR301W	CFT2	CFT1	Affinity Capture-MS	Gavin AC et al	11805826
YDR301W	YER133W	CFT1	GLC7	Affinity Capture-MS	Gavin AC et al	11805826
YDR301W	YKR002W	CFT1	PAP1	Affinity Capture-MS	Gavin AC et al	11805826
YKR002W	YDR301W	PAP1	CFT1	Affinity Capture-MS	Gavin AC et al	11805826
YDR301W	YGR240C	CFT1	PFK1	Affinity Capture-MS	Gavin AC et al	11805826
YDR301W	YNL317W	CFT1	PFS2	Affinity Capture-MS	Gavin AC et al	11805826
YNL317W	YDR301W	PFS2	CFT1	Affinity Capture-MS	Gavin AC et al	11805826
YDR301W	YAL043C	CFT1	PTA1	Affinity Capture-MS	Gavin AC et al	11805826
YAL043C	YDR301W	PTA1	CFT1	Affinity Capture-MS	Gavin AC et al	11805826
YDR301W	YDR195W	CFT1	REF2	Affinity Capture-MS	Gavin AC et al	11805826
YDR301W	YMR061W	CFT1	RNA14	Affinity Capture-MS	Gavin AC et al	11805826
YMR061W	YDR301W	RNA14	CFT1	Affinity Capture-MS	Gavin AC et al	11805826
YDR301W	YGR156W	CFT1	PTI1	Affinity Capture-MS	Gavin AC et al	11805826
YDR301W	YKL059C	CFT1	MPE1	Affinity Capture-MS	Gavin AC et al	11805826
YKL059C	YDR301W	MPE1	CFT1	Affinity Capture-MS	Gavin AC et al	11805826
YDR301W	YLR277C	CFT1	YSH1	Affinity Capture-MS	Gavin AC et al	11805826
YLR277C	YDR301W	YSH1	CFT1	Affinity Capture-MS	Gavin AC et al	11805826
YLR115W	YER133W	CFT2	GLC7	Affinity Capture-MS	Gavin AC et al	11805826
YLR115W	YKR002W	CFT2	PAP1	Affinity Capture-MS	Gavin AC et al	11805826
YKR002W	YLR115W	PAP1	CFT2	Affinity Capture-MS	Gavin AC et al	11805826
YLR115W	YNL317W	CFT2	PFS2	Affinity Capture-MS	Gavin AC et al	11805826
YNL317W	YLR115W	PFS2	CFT2	Affinity Capture-MS	Gavin AC et al	11805826
YLR115W	YAL043C	CFT2	PTA1	Affinity Capture-MS	Gavin AC et al	11805826
YAL043C	YLR115W	PTA1	CFT2	Affinity Capture-MS	Gavin AC et al	11805826
YLR115W	YGR156W	CFT2	PTI1	Affinity Capture-MS	Gavin AC et al	11805826
YLR115W	YHL035C	CFT2	VMR1	Affinity Capture-MS	Gavin AC et al	11805826
YLR115W	YKL059C	CFT2	MPE1	Affinity Capture-MS	Gavin AC et al	11805826
YKL059C	YLR115W	MPE1	CFT2	Affinity Capture-MS	Gavin AC et al	11805826
YLR115W	YLR277C	CFT2	YSH1	Affinity Capture-MS	Gavin AC et al	11805826
YLR277C	YLR115W	YSH1	CFT2	Affinity Capture-MS	Gavin AC et al	11805826
YGL206C	YGR167W	CHC1	CLC1	Affinity Capture-MS	Gavin AC et al	11805826
YGL206C	YIL094C	CHC1	LYS12	Affinity Capture-MS	Gavin AC et al	11805826
YER164W	YIL035C	CHD1	CKA1	Affinity Capture-MS	Gavin AC et al	11805826
YER164W	YOR061W	CHD1	CKA2	Affinity Capture-MS	Gavin AC et al	11805826
YER164W	YGL019W	CHD1	CKB1	Affinity Capture-MS	Gavin AC et al	11805826
YER164W	YOR039W	CHD1	CKB2	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YER164W	CKB2	CHD1	Affinity Capture-MS	Gavin AC et al	11805826
YER164W	YNL030W	CHD1	HHF2	Affinity Capture-MS	Gavin AC et al	11805826
YER164W	YBR245C	CHD1	ISW1	Affinity Capture-MS	Gavin AC et al	11805826
YER164W	YOR304W	CHD1	ISW2	Affinity Capture-MS	Gavin AC et al	11805826
YER164W	YOR207C	CHD1	RET1	Affinity Capture-MS	Gavin AC et al	11805826
YER164W	YKR001C	CHD1	VPS1	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YIL035C	CKB2	CKA1	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YOR061W	CKB2	CKA2	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YGL019W	CKB2	CKB1	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YMR172W	CKB2	HOT1	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YMR309C	CKB2	NIP1	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YOR361C	CKB2	PRT1	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YBR079C	CKB2	RPG1	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YPL235W	CKB2	RVB2	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YGL207W	CKB2	SPT16	Affinity Capture-MS	Gavin AC et al	11805826
YGL207W	YOR039W	SPT16	CKB2	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YER103W	CKB2	SSA4	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YDR429C	CKB2	TIF35	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YGR090W	CKB2	UTP22	Affinity Capture-MS	Gavin AC et al	11805826
YGR090W	YOR039W	UTP22	CKB2	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YKL088W	CKB2	YKL088W	Affinity Capture-MS	Gavin AC et al	11805826
YOR039W	YGR270W	CKB2	YTA7	Affinity Capture-MS	Gavin AC et al	11805826
YBR135W	YDL155W	CKS1	CLB3	Affinity Capture-MS	Gavin AC et al	11805826
YBR135W	YMR199W	CKS1	CLN1	Affinity Capture-MS	Gavin AC et al	11805826
YBR135W	YPL256C	CKS1	CLN2	Affinity Capture-MS	Gavin AC et al	11805826
YBR135W	YBR295W	CKS1	PCA1	Affinity Capture-MS	Gavin AC et al	11805826
YBR135W	YLR079W	CKS1	SIC1	Affinity Capture-MS	Gavin AC et al	11805826
YBR135W	YKR091W	CKS1	SRL3	Affinity Capture-MS	Gavin AC et al	11805826
YBR135W	YPL014W	CKS1	YPL014W	Affinity Capture-MS	Gavin AC et al	11805826
YLR117C	YJR050W	CLF1	ISY1	Affinity Capture-MS	Gavin AC et al	11805826
YLR117C	YLL036C	CLF1	PRP19	Affinity Capture-MS	Gavin AC et al	11805826
YLR117C	YAL032C	CLF1	PRP45	Affinity Capture-MS	Gavin AC et al	11805826
YAL032C	YLR117C	PRP45	CLF1	Affinity Capture-MS	Gavin AC et al	11805826
YLR117C	YML049C	CLF1	RSE1	Affinity Capture-MS	Gavin AC et al	11805826
YLR117C	YPR101W	CLF1	SNT309	Affinity Capture-MS	Gavin AC et al	11805826
YLR117C	YKL173W	CLF1	SNU114	Affinity Capture-MS	Gavin AC et al	11805826
YLR117C	YDR416W	CLF1	SYF1	Affinity Capture-MS	Gavin AC et al	11805826
YOR250C	YDR228C	CLP1	PCF11	Affinity Capture-MS	Gavin AC et al	11805826
YDR228C	YOR250C	PCF11	CLP1	Affinity Capture-MS	Gavin AC et al	11805826
YOR250C	YMR061W	CLP1	RNA14	Affinity Capture-MS	Gavin AC et al	11805826
YMR061W	YOR250C	RNA14	CLP1	Affinity Capture-MS	Gavin AC et al	11805826
YOR250C	YGL044C	CLP1	RNA15	Affinity Capture-MS	Gavin AC et al	11805826
YOR250C	YDL195W	CLP1	SEC31	Affinity Capture-MS	Gavin AC et al	11805826
YOR250C	YBL075C	CLP1	SSA3	Affinity Capture-MS	Gavin AC et al	11805826
YBR155W	YGR187C	CNS1	HGH1	Affinity Capture-MS	Gavin AC et al	11805826
YDL145C	YFR051C	COP1	RET2	Affinity Capture-MS	Gavin AC et al	11805826
YFR051C	YDL145C	RET2	COP1	Affinity Capture-MS	Gavin AC et al	11805826
YDL145C	YPL010W	COP1	RET3	Affinity Capture-MS	Gavin AC et al	11805826
YDL145C	YNL287W	COP1	SEC21	Affinity Capture-MS	Gavin AC et al	11805826
YDL145C	YDR238C	COP1	SEC26	Affinity Capture-MS	Gavin AC et al	11805826
YDL145C	YIL076W	COP1	SEC28	Affinity Capture-MS	Gavin AC et al	11805826
YBL045C	YPR191W	COR1	QCR2	Affinity Capture-MS	Gavin AC et al	11805826
YDL067C	YGL187C	COX9	COX4	Affinity Capture-MS	Gavin AC et al	11805826
YDL067C	YNL052W	COX9	COX5A	Affinity Capture-MS	Gavin AC et al	11805826
YDL067C	YHR051W	COX9	COX6	Affinity Capture-MS	Gavin AC et al	11805826
YDR155C	YNL030W	CPR1	HHF2	Affinity Capture-MS	Gavin AC et al	11805826
YDR155C	YPL235W	CPR1	RVB2	Affinity Capture-MS	Gavin AC et al	11805826
YDR155C	YBR103W	CPR1	SIF2	Affinity Capture-MS	Gavin AC et al	11805826
YBR103W	YDR155C	SIF2	CPR1	Affinity Capture-MS	Gavin AC et al	11805826
YDR155C	YOR290C	CPR1	SNF2	Affinity Capture-MS	Gavin AC et al	11805826
YDR155C	YCR033W	CPR1	SNT1	Affinity Capture-MS	Gavin AC et al	11805826
YDR155C	YIL112W	CPR1	HOS4	Affinity Capture-MS	Gavin AC et al	11805826
YNL232W	YOL021C	CSL4	DIS3	Affinity Capture-MS	Gavin AC et al	11805826
YOL021C	YNL232W	DIS3	CSL4	Affinity Capture-MS	Gavin AC et al	11805826
YNL232W	YGR158C	CSL4	MTR3	Affinity Capture-MS	Gavin AC et al	11805826
YNL232W	YHR069C	CSL4	RRP4	Affinity Capture-MS	Gavin AC et al	11805826
YNL232W	YDL111C	CSL4	RRP42	Affinity Capture-MS	Gavin AC et al	11805826
YNL232W	YCR035C	CSL4	RRP43	Affinity Capture-MS	Gavin AC et al	11805826
YNL232W	YOR001W	CSL4	RRP6	Affinity Capture-MS	Gavin AC et al	11805826
YNL232W	YGR195W	CSL4	SKI6	Affinity Capture-MS	Gavin AC et al	11805826
YGR195W	YNL232W	SKI6	CSL4	Affinity Capture-MS	Gavin AC et al	11805826
YNL232W	YOR076C	CSL4	SKI7	Affinity Capture-MS	Gavin AC et al	11805826
YNL232W	YNL189W	CSL4	SRP1	Affinity Capture-MS	Gavin AC et al	11805826
YNL232W	YIR035C	CSL4	YIR035C	Affinity Capture-MS	Gavin AC et al	11805826
YBR158W	YHR064C	AMN1	SSZ1	Affinity Capture-MS	Gavin AC et al	11805826
YBR158W	YGR285C	AMN1	ZUO1	Affinity Capture-MS	Gavin AC et al	11805826
YMR078C	YHR191C	CTF18	CTF8	Affinity Capture-MS	Gavin AC et al	11805826
YMR078C	YPR175W	CTF18	DPB2	Affinity Capture-MS	Gavin AC et al	11805826
YMR078C	YNL262W	CTF18	POL2	Affinity Capture-MS	Gavin AC et al	11805826
YMR078C	YNL290W	CTF18	RFC3	Affinity Capture-MS	Gavin AC et al	11805826
YMR078C	YOL094C	CTF18	RFC4	Affinity Capture-MS	Gavin AC et al	11805826
YMR078C	YBR087W	CTF18	RFC5	Affinity Capture-MS	Gavin AC et al	11805826
YMR078C	YLL040C	CTF18	VPS13	Affinity Capture-MS	Gavin AC et al	11805826
YKL139W	YJL006C	CTK1	CTK2	Affinity Capture-MS	Gavin AC et al	11805826
YKL139W	YML112W	CTK1	CTK3	Affinity Capture-MS	Gavin AC et al	11805826
YKL139W	YBR169C	CTK1	SSE2	Affinity Capture-MS	Gavin AC et al	11805826
YOL145C	YLR418C	CTR9	CDC73	Affinity Capture-MS	Gavin AC et al	11805826
YOL145C	YIL035C	CTR9	CKA1	Affinity Capture-MS	Gavin AC et al	11805826
YOL145C	YOR061W	CTR9	CKA2	Affinity Capture-MS	Gavin AC et al	11805826
YOL145C	YGL019W	CTR9	CKB1	Affinity Capture-MS	Gavin AC et al	11805826
YOL145C	YOR039W	CTR9	CKB2	Affinity Capture-MS	Gavin AC et al	11805826
YOL145C	YJR138W	CTR9	IML1	Affinity Capture-MS	Gavin AC et al	11805826
YOL145C	YOR123C	CTR9	LEO1	Affinity Capture-MS	Gavin AC et al	11805826
YOL145C	YIL094C	CTR9	LYS12	Affinity Capture-MS	Gavin AC et al	11805826
YOL145C	YBR279W	CTR9	PAF1	Affinity Capture-MS	Gavin AC et al	11805826
YOL145C	YGL244W	CTR9	RTF1	Affinity Capture-MS	Gavin AC et al	11805826
YGL244W	YOL145C	RTF1	CTR9	Affinity Capture-MS	Gavin AC et al	11805826
YMR240C	YLR117C	CUS1	CLF1	Affinity Capture-MS	Gavin AC et al	11805826
YMR240C	YMR288W	CUS1	HSH155	Affinity Capture-MS	Gavin AC et al	11805826
YMR240C	YPL213W	CUS1	LEA1	Affinity Capture-MS	Gavin AC et al	11805826
YMR240C	YDL043C	CUS1	PRP11	Affinity Capture-MS	Gavin AC et al	11805826
YMR240C	YJL203W	CUS1	PRP21	Affinity Capture-MS	Gavin AC et al	11805826
YMR240C	YPL151C	CUS1	PRP46	Affinity Capture-MS	Gavin AC et al	11805826
YMR240C	YDL030W	CUS1	PRP9	Affinity Capture-MS	Gavin AC et al	11805826
YMR240C	YML049C	CUS1	RSE1	Affinity Capture-MS	Gavin AC et al	11805826
YMR240C	YER029C	CUS1	SMB1	Affinity Capture-MS	Gavin AC et al	11805826
YMR240C	YLR147C	CUS1	SMD3	Affinity Capture-MS	Gavin AC et al	11805826
YMR240C	YMR125W	CUS1	STO1	Affinity Capture-MS	Gavin AC et al	11805826
YJL005W	YFL039C	CYR1	ACT1	Affinity Capture-MS	Gavin AC et al	11805826
YJL005W	YGR233C	CYR1	PHO81	Affinity Capture-MS	Gavin AC et al	11805826
YJL005W	YNL138W	CYR1	SRV2	Affinity Capture-MS	Gavin AC et al	11805826
YNL138W	YJL005W	SRV2	CYR1	Affinity Capture-MS	Gavin AC et al	11805826
YGR155W	YJR045C	CYS4	SSC1	Affinity Capture-MS	Gavin AC et al	11805826
YNL118C	YOL149W	DCP2	DCP1	Affinity Capture-MS	Gavin AC et al	11805826
YNL118C	YML091C	DCP2	RPM2	Affinity Capture-MS	Gavin AC et al	11805826
YNL118C	YEL015W	DCP2	EDC3	Affinity Capture-MS	Gavin AC et al	11805826
YOL021C	YGR158C	DIS3	MTR3	Affinity Capture-MS	Gavin AC et al	11805826
YOL021C	YHR069C	DIS3	RRP4	Affinity Capture-MS	Gavin AC et al	11805826
YOL021C	YOL142W	DIS3	RRP40	Affinity Capture-MS	Gavin AC et al	11805826
YOL021C	YDL111C	DIS3	RRP42	Affinity Capture-MS	Gavin AC et al	11805826
YOL021C	YCR035C	DIS3	RRP43	Affinity Capture-MS	Gavin AC et al	11805826
YOL021C	YGR095C	DIS3	RRP46	Affinity Capture-MS	Gavin AC et al	11805826
YGR095C	YOL021C	RRP46	DIS3	Affinity Capture-MS	Gavin AC et al	11805826
YOL021C	YOR001W	DIS3	RRP6	Affinity Capture-MS	Gavin AC et al	11805826
YOL021C	YGR195W	DIS3	SKI6	Affinity Capture-MS	Gavin AC et al	11805826
YGR195W	YOL021C	SKI6	DIS3	Affinity Capture-MS	Gavin AC et al	11805826
YOL021C	YHR081W	DIS3	LRP1	Affinity Capture-MS	Gavin AC et al	11805826
YHR164C	YDR499W	DNA2	LCD1	Affinity Capture-MS	Gavin AC et al	11805826
YHR164C	YAR007C	DNA2	RFA1	Affinity Capture-MS	Gavin AC et al	11805826
YAR007C	YHR164C	RFA1	DNA2	Affinity Capture-MS	Gavin AC et al	11805826
YHR164C	YHR122W	DNA2	YHR122W	Affinity Capture-MS	Gavin AC et al	11805826
YKL213C	YDL126C	DOA1	CDC48	Affinity Capture-MS	Gavin AC et al	11805826
YKL213C	YPR010C	DOA1	RPA135	Affinity Capture-MS	Gavin AC et al	11805826
YKL213C	YOR341W	DOA1	RPA190	Affinity Capture-MS	Gavin AC et al	11805826
YKL213C	YOR116C	DOA1	RPO31	Affinity Capture-MS	Gavin AC et al	11805826
YKL213C	YBL058W	DOA1	SHP1	Affinity Capture-MS	Gavin AC et al	11805826
YGL240W	YFL039C	DOC1	ACT1	Affinity Capture-MS	Gavin AC et al	11805826
YGL240W	YLR127C	DOC1	APC2	Affinity Capture-MS	Gavin AC et al	11805826
YGL240W	YKL022C	DOC1	CDC16	Affinity Capture-MS	Gavin AC et al	11805826
YGL240W	YHR166C	DOC1	CDC23	Affinity Capture-MS	Gavin AC et al	11805826
YPR175W	YDR121W	DPB2	DPB4	Affinity Capture-MS	Gavin AC et al	11805826
YPR175W	YNL262W	DPB2	POL2	Affinity Capture-MS	Gavin AC et al	11805826
YBR278W	YPR175W	DPB3	DPB2	Affinity Capture-MS	Gavin AC et al	11805826
YBR278W	YDR121W	DPB3	DPB4	Affinity Capture-MS	Gavin AC et al	11805826
YBR278W	YNL262W	DPB3	POL2	Affinity Capture-MS	Gavin AC et al	11805826
YAL059W	YOL086C	ECM1	ADH1	Affinity Capture-MS	Gavin AC et al	11805826
YAL059W	YGL195W	ECM1	GCN1	Affinity Capture-MS	Gavin AC et al	11805826
YAL059W	YMR186W	ECM1	HSC82	Affinity Capture-MS	Gavin AC et al	11805826
YAL059W	YER110C	ECM1	KAP123	Affinity Capture-MS	Gavin AC et al	11805826
YAL059W	YBR115C	ECM1	LYS2	Affinity Capture-MS	Gavin AC et al	11805826
YAL059W	YMR308C	ECM1	PSE1	Affinity Capture-MS	Gavin AC et al	11805826
YAL059W	YDR395W	ECM1	SXM1	Affinity Capture-MS	Gavin AC et al	11805826
YMR128W	YNL097C	ECM16	PHO23	Affinity Capture-MS	Gavin AC et al	11805826
YMR128W	YIL084C	ECM16	SDS3	Affinity Capture-MS	Gavin AC et al	11805826
YMR128W	YPL139C	ECM16	UME1	Affinity Capture-MS	Gavin AC et al	11805826
YBR065C	YLR117C	ECM2	CLF1	Affinity Capture-MS	Gavin AC et al	11805826
YBR065C	YLL036C	ECM2	PRP19	Affinity Capture-MS	Gavin AC et al	11805826
YBR065C	YPL151C	ECM2	PRP46	Affinity Capture-MS	Gavin AC et al	11805826
YBL047C	YNL243W	EDE1	SLA2	Affinity Capture-MS	Gavin AC et al	11805826
YBL047C	YCR030C	EDE1	SYP1	Affinity Capture-MS	Gavin AC et al	11805826
YBL047C	YDR348C	EDE1	YDR348C	Affinity Capture-MS	Gavin AC et al	11805826
YGR200C	YPL086C	ELP2	ELP3	Affinity Capture-MS	Gavin AC et al	11805826
YGR200C	YHR187W	ELP2	IKI1	Affinity Capture-MS	Gavin AC et al	11805826
YGR200C	YLR384C	ELP2	IKI3	Affinity Capture-MS	Gavin AC et al	11805826
YGR200C	YPL101W	ELP2	ELP4	Affinity Capture-MS	Gavin AC et al	11805826
YGR254W	YJR045C	ENO1	SSC1	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YLR175W	ENP1	CBF5	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YMR128W	ENP1	ECM16	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YLR186W	ENP1	EMG1	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YHR148W	ENP1	IMP3	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YNL075W	ENP1	IMP4	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YER082C	ENP1	UTP7	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YNL132W	ENP1	KRE33	Affinity Capture-MS	Gavin AC et al	11805826
YNL132W	YBR247C	KRE33	ENP1	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YCL059C	ENP1	KRR1	Affinity Capture-MS	Gavin AC et al	11805826
YCL059C	YBR247C	KRR1	ENP1	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YKL143W	ENP1	LTV1	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YJR002W	ENP1	MPP10	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YDL014W	ENP1	NOP1	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YDL148C	ENP1	NOP14	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YOL010W	ENP1	RCL1	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YLR180W	ENP1	SAM1	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YLL011W	ENP1	SOF1	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YBL004W	ENP1	UTP20	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YDL060W	ENP1	TSR1	Affinity Capture-MS	Gavin AC et al	11805826
YDL060W	YBR247C	TSR1	ENP1	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YDR449C	ENP1	UTP6	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YGR081C	ENP1	SLX9	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YGR090W	ENP1	UTP22	Affinity Capture-MS	Gavin AC et al	11805826
YGR090W	YBR247C	UTP22	ENP1	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YMR093W	ENP1	UTP15	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YOR056C	ENP1	NOB1	Affinity Capture-MS	Gavin AC et al	11805826
YOR056C	YBR247C	NOB1	ENP1	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YPL012W	ENP1	RRP12	Affinity Capture-MS	Gavin AC et al	11805826
YBR247C	YPR144C	ENP1	NOC4	Affinity Capture-MS	Gavin AC et al	11805826
YFL024C	YFL039C	EPL1	ACT1	Affinity Capture-MS	Gavin AC et al	11805826
YFL024C	YPR023C	EPL1	EAF3	Affinity Capture-MS	Gavin AC et al	11805826
YFL024C	YOR244W	EPL1	ESA1	Affinity Capture-MS	Gavin AC et al	11805826
YOR244W	YFL024C	ESA1	EPL1	Affinity Capture-MS	Gavin AC et al	11805826
YFL024C	YNL030W	EPL1	HHF2	Affinity Capture-MS	Gavin AC et al	11805826
YFL024C	YHR099W	EPL1	TRA1	Affinity Capture-MS	Gavin AC et al	11805826
YFL024C	YDR359C	EPL1	VID21	Affinity Capture-MS	Gavin AC et al	11805826
YFL024C	YNL107W	EPL1	YAF9	Affinity Capture-MS	Gavin AC et al	11805826
YFL024C	YEL018W	EPL1	EAF5	Affinity Capture-MS	Gavin AC et al	11805826
YMR049C	YOL077C	ERB1	BRX1	Affinity Capture-MS	Gavin AC et al	11805826
YMR049C	YMR290C	ERB1	HAS1	Affinity Capture-MS	Gavin AC et al	11805826
YMR049C	YNL061W	ERB1	NOP2	Affinity Capture-MS	Gavin AC et al	11805826
YNL061W	YMR049C	NOP2	ERB1	Affinity Capture-MS	Gavin AC et al	11805826
YMR049C	YOR361C	ERB1	PRT1	Affinity Capture-MS	Gavin AC et al	11805826
YMR049C	YNL002C	ERB1	RLP7	Affinity Capture-MS	Gavin AC et al	11805826
YMR049C	YGL111W	ERB1	NSA1	Affinity Capture-MS	Gavin AC et al	11805826
YMR049C	YGR103W	ERB1	NOP7	Affinity Capture-MS	Gavin AC et al	11805826
YMR049C	YNL110C	ERB1	NOP15	Affinity Capture-MS	Gavin AC et al	11805826
YNL110C	YMR049C	NOP15	ERB1	Affinity Capture-MS	Gavin AC et al	11805826
YMR049C	YOR206W	ERB1	NOC2	Affinity Capture-MS	Gavin AC et al	11805826
YML126C	YFL039C	ERG13	ACT1	Affinity Capture-MS	Gavin AC et al	11805826
YML126C	YIL094C	ERG13	LYS12	Affinity Capture-MS	Gavin AC et al	11805826
YML126C	YKL125W	ERG13	RRN3	Affinity Capture-MS	Gavin AC et al	11805826
YML126C	YLR180W	ERG13	SAM1	Affinity Capture-MS	Gavin AC et al	11805826
YML126C	YNL119W	ERG13	NCS2	Affinity Capture-MS	Gavin AC et al	11805826
YML130C	YML067C	ERO1	ERV41	Affinity Capture-MS	Gavin AC et al	11805826
YML130C	YAL042W	ERO1	ERV46	Affinity Capture-MS	Gavin AC et al	11805826
YML130C	YLR342W	ERO1	FKS1	Affinity Capture-MS	Gavin AC et al	11805826
YML130C	YLR208W	ERO1	SEC13	Affinity Capture-MS	Gavin AC et al	11805826
YAR002C-A	YGL200C	ERP1	EMP24	Affinity Capture-MS	Gavin AC et al	11805826
YAR002C-A	YAL007C	ERP1	ERP2	Affinity Capture-MS	Gavin AC et al	11805826
YAL007C	YAR002C-A	ERP2	ERP1	Affinity Capture-MS	Gavin AC et al	11805826
YAR002C-A	YML012W	ERP1	ERV25	Affinity Capture-MS	Gavin AC et al	11805826
YAR002C-A	YNL030W	ERP1	HHF2	Affinity Capture-MS	Gavin AC et al	11805826
YAR002C-A	YGR132C	ERP1	PHB1	Affinity Capture-MS	Gavin AC et al	11805826
YAL007C	YDR127W	ERP2	ARO1	Affinity Capture-MS	Gavin AC et al	11805826
YAL007C	YGL200C	ERP2	EMP24	Affinity Capture-MS	Gavin AC et al	11805826
YAL007C	YML012W	ERP2	ERV25	Affinity Capture-MS	Gavin AC et al	11805826
YAL007C	YLR342W	ERP2	FKS1	Affinity Capture-MS	Gavin AC et al	11805826
YAL007C	YMR290C	ERP2	HAS1	Affinity Capture-MS	Gavin AC et al	11805826
YAL007C	YER110C	ERP2	KAP123	Affinity Capture-MS	Gavin AC et al	11805826
YAL007C	YPL211W	ERP2	NIP7	Affinity Capture-MS	Gavin AC et al	11805826
YAL007C	YDR087C	ERP2	RRP1	Affinity Capture-MS	Gavin AC et al	11805826
YAL007C	YDR101C	ERP2	ARX1	Affinity Capture-MS	Gavin AC et al	11805826
YOR244W	YFL039C	ESA1	ACT1	Affinity Capture-MS	Gavin AC et al	11805826
YOR244W	YOL086C	ESA1	ADH1	Affinity Capture-MS	Gavin AC et al	11805826
YOR244W	YJL081C	ESA1	ARP4	Affinity Capture-MS	Gavin AC et al	11805826
YOR244W	YPR023C	ESA1	EAF3	Affinity Capture-MS	Gavin AC et al	11805826
YOR244W	YHR099W	ESA1	TRA1	Affinity Capture-MS	Gavin AC et al	11805826
YOR244W	YDR359C	ESA1	VID21	Affinity Capture-MS	Gavin AC et al	11805826
YOR244W	YNL107W	ESA1	YAF9	Affinity Capture-MS	Gavin AC et al	11805826
YOR244W	YML007W	ESA1	YAP1	Affinity Capture-MS	Gavin AC et al	11805826
YBR102C	YLR166C	EXO84	SEC10	Affinity Capture-MS	Gavin AC et al	11805826
YBR102C	YER008C	EXO84	SEC3	Affinity Capture-MS	Gavin AC et al	11805826
